Internship Id,Role,Company Name,Location,Duration,Stipend,Intern Type,Skills,Perks,Hiring Since,Opportunity Date,Opening,Hired Candidate,Number of Applications,Website Link
2461658,Market Research Internship (Part time/Remote),Closer To The Truth,"('Work from home',)",2 Months,"₹ 1,000-5,000 /month",['Internship'],"['Business Research', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Marketing', 'Marketing Strategies', 'MS-Excel', 'MS-Office', 'MS-PowerPoint', 'MS-Word', 'Research and Analytics']","['Certificate', 'Letter of recommendation']",Hiring since September 2020,33 opportunities posted,2,49 candidates hired,16 applicants,https://instagram.com/Closer.to_the.truth
2458796,Business Development (Sales) Internship,InkEbee Writers,"('Ahmedabad',)",2 Months,"₹ 5,000 /month +  Incentives",['Internship'],"['English Proficiency (Spoken)', 'MS-Excel', 'Negotiation & Problem-solving', 'Sales']","['Certificate', 'Letter of recommendation']",Hiring since December 2023,2 opportunities posted,2,1 candidate hired,0 applicants,http://inkebee.com
2457519,Product Design Internship,Hongyi JIG Rapid Technologies,"('Delhi',)",6 Months,"₹ 10,000 /month",['Internship'],"['Adobe Illustrator', 'Adobe Photoshop', 'Autodesk Fusion 360', 'Autodesk SketchBook', 'KeyShot', 'Sketching']",,Hiring since September 2019,3 opportunities posted,2,,1 applicants,https://www.hongyijig.com
2459859,Video Editing/Making Internship (Part time/Remote),Diamond Box Studio,"('Work from home',)",3 Months,"₹ 1,000 /month",['Internship with job offer'],"['Adobe After Effects', 'Adobe Premiere Pro', 'Video Editing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Job offer']",Hiring since January 2024,2 opportunities posted,2,,3 applicants,https://youtube.com/channel/UCye6-HcgzUO-2MOlUjgvsWw
2461691,1 Week Virtual Charity Drive (Fundraising) Internship (Part time/Remote),She Can Foundation,"('Work from home',)",1 Week,20% of Total Funds Raised,['Internship'],"['Certificate', 'Letter of recommendation', 'Flexible work hours']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since April 2023,573 opportunities posted,1000,12832 candidates hired,Be an early applicant,
2461690,Social Sector Internship (Part time/Remote),She Can Foundation,"('Work from home',)",4 Weeks,20% of Total Amount Raised,['Internship'],"['Certificate', 'Letter of recommendation', 'Flexible work hours']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since April 2023,573 opportunities posted,1000,12832 candidates hired,40 applicants,
2461679,Shopify Web Developer Internship (Remote),TheBlackJabGroup,"('Work from home',)",4 Months,"₹ 15,000-20,000 /month",['Internship'],"['Git', 'HTML&CSS', 'JavaScript', 'Node.js', 'ReactJS', 'React Native']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since May 2020,10 opportunities posted,2,,262 applicants,
2458954,Web Development Internship (Part time/Remote),Juanita Lama,"('Work from home',)",2 Months,"₹ 1,500 /month",['Internship'],['WordPress'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since April 2024,1 opportunity posted,1,,106 applicants,https://instagram.com/@juanitallama
2461688,Fundraising Internship (Part time/Remote),NayePankh Foundation,"('Work from home',)",1 Month,20% of Total Amount Raised,['Internship'],"['Certificate', 'Letter of recommendation', 'Flexible work hours']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since November 2022,685 opportunities posted,1500,23592 candidates hired,Be an early applicant,
2445932,Field Sales Internship,N R Services,"('Kolkata',)",1 Month,"₹ 2,500 /month +  Incentives",['Internship with job offer'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week', 'Job offer']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week', 'Job offer']",Hiring since December 2023,3 opportunities posted,4,,0 applicants,
2461686,Virtual Volunteering Internship (Part time/Remote),NayePankh Foundation,"('Work from home',)",1 Month,20% of Total Amount Raised,['Internship'],"['Certificate', 'Letter of recommendation', 'Flexible work hours']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since November 2022,685 opportunities posted,1000,23592 candidates hired,33 applicants,
2458468,Video Editing And Graphic Designing Internship (Part time/Remote),TradeReboot Fintech Private Limited,"('Work from home',)",3 Months,"₹ 3,500 /month",['Internship with job offer'],"['Adobe Illustrator', 'Adobe Photoshop', 'Adobe Premiere Pro', 'Canva', 'Figma']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Job offer']",Hiring since April 2022,42 opportunities posted,1,2 candidates hired,22 applicants,
2461685,1 Week Virtual Charity Drive (Fundraising) Internship (Part time/Remote),NayePankh Foundation,"('Work from home',)",1 Week,20% of Total Funds Raised,['Internship'],"['Certificate', 'Letter of recommendation', 'Flexible work hours']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since November 2022,685 opportunities posted,1000,23592 candidates hired,Be an early applicant,
2458202,Sales & Marketing Internship,ES EthicSecur SofTec Private Limited,"('Salem',)",1 Month,"₹ 4,000-10,000 /month",['Internship with job offer'],['Effective Communication'],"['Certificate', 'Flexible work hours', 'Job offer']",Hiring since February 2024,2 opportunities posted,10,1 candidate hired,1 applicants,http://www.ethicsecur.com
2459705,Business Development (Sales) Internship,Investors Avenue,"('Bathinda, Chandigarh, Patiala, Shimla, Solan, Zirakpur, Panchkula',)",3 Months,"₹ 2,000 /month +  Incentives",['Internship'],"['Client Relationship', 'Lead Generation', 'Social Media Marketing']","['Certificate', 'Flexible work hours']",Hiring since June 2023,2 opportunities posted,7,,1 applicants,http://investorsavenue.in/home
2458295,Law/Legal Internship,Veeta Legal Services Private Limited,"('Mumbai',)",4 Months,"₹ 5,000 /month",['Internship'],"['Certificate', '5 days a week']","['Certificate', '5 days a week']",Hiring since April 2024,1 opportunity posted,2,,15 applicants,
2459020,Digital Marketing Internship (Remote),AutofillJobs,"('Work from home',)",2 Months,"₹ 5,000 /month +  Incentives",['Internship with job offer'],"['Creative Writing', 'Email Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week', 'Job offer']",Hiring since March 2024,2 opportunities posted,2,,29 applicants,http://autofilljobs.com
2458357,Business Development (Sales) Internship (Part time/Remote),Skillvert,"('Work from home',)",3 Months,"₹ 5,000 /month",['Internship with job offer'],"['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week', 'Job offer']",Hiring since April 2024,1 opportunity posted,15,,6 applicants,http://skillvert.com
2458981,Social Media Marketing Internship (Part time/Remote),Bhawna Vashisht,"('Work from home',)",1 Month,"₹ 2,000 /month",['Internship'],"['Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Social Media Marketing']","['Letter of recommendation', 'Flexible work hours']",Hiring since April 2024,1 opportunity posted,1,,17 applicants,https://www.linkedin.com/in/bhawnavashisht27/
2461632,Graphic Design Internship (Remote),Tapzy,"('Work from home',)",3 Months,"₹ 4,000 /month",['Internship'],"['Adobe After Effects', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'UI & UX Design', 'Video Editing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since March 2024,2 opportunities posted,2,,33 applicants,
2461626,Digital Marketing Internship (Part time/Remote),Group Indigo,"('Work from home',)",3 Months,"₹ 5,000 /month",['Internship'],"['Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Instagram Marketing', 'Search Engine Marketing (SEM)']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since November 2022,7 opportunities posted,2,1 candidate hired,32 applicants,https://groupindigo.com/
2461590,Content Development (English) Internship (Remote),MN & Associates,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",2 Months,"₹ 3,000 /month",['Internship'],"['Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Financial literacy']","['Certificate', 'Flexible work hours']",Hiring since February 2023,3 opportunities posted,2,,13 applicants,http://cs-india.com
2461570,Human Resources (HR) Internship,eigoPaathshala,"('Pune', 'Mumbai', 'Chennai, Delhi, Pune, Bangalore, Hyderabad, Mumbai', 'Ahmedabad, Aurangabad, Delhi, Gurgaon, Indore, Lucknow, Pune, Surat, Ahmednagar, Vadodara, Bhopal, Mumbai, Baramati, Nagpur, Nashik')",6 Months,"₹ 2,500-7,500 /month","['Internship with job offer', 'Internship with job offer']","['Data Analytics', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel']","['Certificate', 'Letter of recommendation', 'Job offer']",Hiring since September 2016,275 opportunities posted,7,37 candidates hired,9 applicants,http://www.eigop.com
2459147,Human Resources (HR) Internship,Eleventure Systems & Services Private Limited,"('Gurgaon', 'Faridabad, Delhi, Ghaziabad, Gurgaon, Noida', 'Gurgaon', 'Ahmedabad, Aurangabad, Delhi, Gurgaon, Indore, Lucknow, Pune, Surat, Ahmednagar, Vadodara, Bhopal, Mumbai, Baramati, Nagpur, Nashik')",3 Months,"₹ 5,000 /month",['Internship'],"['Certificate', 'Flexible work hours', 'Informal dress code']","['Certificate', 'Flexible work hours', 'Informal dress code']",Hiring since April 2024,1 opportunity posted,2,,5 applicants,
2459621,Fashion Design Internship (Part time/Remote),Skibe Fashion,"('Work from home',)",1 Month,₹ 250 /week +  Incentives,['Internship'],"['Adobe Photoshop', 'Canva', 'Fashion Designing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since April 2024,1 opportunity posted,10,,45 applicants,
2459816,Fashion Blogging Internship (Part time/Remote),Devil Wears Couture,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 1,000 /month",['Internship'],"['Blogging', 'Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Fashion Designing', 'Search Engine Optimization (SEO)', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since April 2024,1 opportunity posted,2,,5 applicants,http://devilwearscouture.com
2461561,Graphic Design Internship (Remote),AN Global Group Holdings Limited,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 5,000-7,000 /month",['Internship'],"['Adobe Photoshop', 'Canva', 'Video Editing']","['Certificate', 'Flexible work hours']",Hiring since March 2023,9 opportunities posted,2,,62 applicants,http://anglobal.us
2459263,Product Marketing Internship (Part time),Sea Pearl Biotech (Algae Based Biotech Company),"('Ahmedabad', 'Ahmedabad', 'Ahmedabad', 'Ahmedabad')",6 Months,"₹ 5,000 /month",['Internship with job offer'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', 'Job offer']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', 'Job offer']",Hiring since April 2024,1 opportunity posted,5,,2 applicants,http://seapearlbiotech.com
2459132,Sales Internship,Hitech Lights Limited,"('Mohali, Himachal Pradesh', 'Chandigarh, Mohali, Punjab', 'Chandigarh, Mohali, Punjab', 'Mohali')",6 Months,"₹ 15,000 /month","['Internship', 'Internship with job offer']","['Effective Communication', 'Market Analysis', 'Sales', 'Sales pitch']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code']",Hiring since April 2024,1 opportunity posted,3,,0 applicants,http://hitechlights.in/
2461558,Search Engine Optimization (SEO) Internship (Remote),School Of Core AI,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 2,500-7,000 /month",['Internship'],"['Blogging', 'Search Engine Optimization (SEO)']",,Hiring since February 2023,18 opportunities posted,5,,23 applicants,http://schoolofcoreai.com
2460557,"Content Writing, Technical Documentation, Technical Writing Internship",Mpower Financing,"('Bangalore', 'Bangalore', 'Amritsar, Delhi, Gurgaon, Jabalpur, Kolkata, Lucknow, Patna, Pune, Udaipur, Bangalore, Mumbai, Jaipur, Noida, Bhopalgarh, Gwalior West', 'Amritsar, Chandigarh, Delhi, Guwahati, Gurgaon, Kolkata, Pune, Shillong, Udaipur, Bangalore, Mumbai, Jaipur, Noida, Goa Velha, Sikkim')",3 Months,"₹ 40,000 /month",['Internship with job offer'],"['Certificate', '5 days a week', 'Job offer']","['Certificate', '5 days a week', 'Job offer']",Hiring since April 2024,1 opportunity posted,1,,17 applicants,http://mpowerfinancing.com
2461557,Social Media Marketing Internship (Remote),School Of Core AI,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 2,500-7,000 /month",['Internship'],"['Facebook Ads', 'Instagram Marketing']",,Hiring since February 2023,14 opportunities posted,5,,47 applicants,http://schoolofcoreai.com
2460212,Business Development (Sales) Internship (Remote),Pattanaik Capital Management LLP,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 5,000 /month +  Incentives","['Internship with job offer', 'Internship with job offer']","['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Market Analysis', 'MS-Excel', 'Sales pitch', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week', 'Job offer']",Hiring since April 2024,1 opportunity posted,10,,4 applicants,http://pattanaikcapital.com
2461546,Video Editing/Making Internship (Part time/Remote),Markupp,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",5 Months,"₹ 5,000 /month","['Internship', 'Internship with job offer']","['Adobe After Effects', 'Adobe Photoshop', 'Adobe Premiere Pro']","['Certificate', 'Flexible work hours']",Hiring since June 2023,6 opportunities posted,2,2 candidates hired,11 applicants,http://markupp.com
2461543,Business Development (Sales) Internship (Remote),Lakshya Baheti,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 3,000-5,000 /month","['Internship', 'Internship with job offer']","['Digital Marketing', 'Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales', 'Sales pitch', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since June 2021,23 opportunities posted,1,1 candidate hired,1 applicants,https://www.linkedin.com/in/lakshyabaheti/
2461534,Digital Marketing Internship,Indevillez Private Limited,"('Bhubaneswar, Cuttack, Khordha', 'Work from home', 'Bhubaneswar, Dibrugarh, Dhanbad, Guwahati, Kolkata, Patna, Ranchi, Itanagar, Gangtok, Bhadrak')",3 Months,"₹ 3,500 /month","['Internship', 'Internship with job offer']","['Creative Writing', 'Digital Marketing', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']","['Certificate', 'Letter of recommendation']",Hiring since July 2020,67 opportunities posted,3,1 candidate hired,3 applicants,
2461530,Full Stack Development Internship,Techvolt Software Private Limited,"('Coimbatore, Erode, Tirunelveli, Nagercoil, Pollachi, Kanyakumari, Namakkal, Theni, Karaikudi, Tiruppur, Salem, Tiruchipalli', 'Chennai, Coimbatore, Delhi, Gurgaon, Kolkata, Patna, Pune, Ranchi, Udaipur, Bangalore, Mumbai, Jaipur, Noida, Nagpur, Goa Velha')",1 Month,"₹ 3,000 /month",['Internship'],"['CSS', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Python']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', '5 days a week']",Hiring since November 2018,440 opportunities posted,10,67 candidates hired,26 applicants,http://www.techvoltcoimbatore.com
2461569,Human Resources (HR) Internship (Remote),DueToHQ,"('Work from home',)",6 Months,"₹ 5,500 /month",['Internship'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since March 2024,42 opportunities posted,35,,145 applicants,http://duetohq.online
2461568,Copywriting Internship (Remote),DueToHQ,"('Work from home',)",6 Months,"₹ 5,500 /month",['Internship'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since March 2024,42 opportunities posted,35,,96 applicants,http://duetohq.online
2461566,Business Analytics Internship (Remote),DueToHQ,"('Work from home',)",6 Months,"₹ 5,500 /month",['Internship'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since March 2024,42 opportunities posted,35,,287 applicants,http://duetohq.online
2461564,Data Entry Internship (Remote),DueToHQ,"('Work from home',)",6 Months,"₹ 5,500 /month",['Internship'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since March 2024,42 opportunities posted,35,,386 applicants,http://duetohq.online
2461517,Social Media Marketing Internship (Part time/Remote),Abhinandan Sethia & Associates,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",4 Months,"₹ 3,000 /month",['Internship'],"['Animation', 'Audio Editing', 'Canva', 'Digital Advertising', 'Digital Art', 'Digital Marketing', 'Facebook Marketing', 'Social Media Marketing', 'Video Editing', 'Video Making']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since July 2018,18 opportunities posted,1,3 candidates hired,28 applicants,
2461562,Graphic Design Internship (Part time/Remote),TechWhoop,"('Work from home',)",1 Month,"₹ 3,000 /month",['Internship'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since March 2018,408 opportunities posted,2,346 candidates hired,306 applicants,https://www.techwhoop.com/
2461505,Media & Public Relations (PR) Internship,Plants Kharido (OPC) Private Limited,"('Delhi', 'Delhi', 'Delhi, Ghaziabad, Gurgaon, Noida')",3 Months,"₹ 10,000 /month","['Internship', 'Internship with job offer']","['Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code']",Hiring since April 2022,68 opportunities posted,2,1 candidate hired,4 applicants,
2461504,Media & Public Relations (PR) Internship,ITV Network Private Limited,"('Delhi', 'Delhi', 'Delhi, Ghaziabad, Gurgaon, Noida')",3 Months,"₹ 5,000-8,000 /month","['Internship with job offer', 'Internship with job offer']","['Anchoring', 'Content Writing', 'Effective Communication', 'Photography', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Job offer']",Hiring since March 2023,8 opportunities posted,7,,21 applicants,http://www.itvnetwork.com/
2461503,Graphic Design Internship (Part time/Remote),Waves Women Empowerment,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,Unpaid,['Internship'],"['Adobe Illustrator', 'Adobe Photoshop', 'Canva', 'CorelDRAW']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since January 2022,29 opportunities posted,5,29 candidates hired,9 applicants,https://youtube.com/channel/UCDvrS1e03AZ_K2kUkZfeZsg
2461502,Graphic Design Internship (Part time/Remote),RoopDesigns,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 3,000 /month",['Internship'],"['Adobe Illustrator', 'Adobe Photoshop']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since October 2023,5 opportunities posted,3,5 candidates hired,39 applicants,http://roopdesigns.in
2461552,Product Marketing Internship,Coding Junior,"('Jammu',)",3 Months,"₹ 20,000 /month",['Internship'],"['Certificate', 'Letter of recommendation']","['Certificate', 'Letter of recommendation']",Hiring since August 2021,896 opportunities posted,2,2152 candidates hired,Be an early applicant,
2461499,Digital Marketing Internship (Part time/Remote),Shimla Kufri Taxi Services,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 3,000 /month",['Internship'],"['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Google AdWords', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since November 2023,4 opportunities posted,4,,28 applicants,https://shimlakufritaxi.com/
2461493,Video Editing/Making Internship (Part time/Remote),Jodha Sarkar,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 2,000 /month","['Internship', 'Internship with job offer']",['Video Editing'],"['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since August 2023,5 opportunities posted,1,1 candidate hired,18 applicants,http://jodhasarkar.com
2461483,Digital Marketing Internship (Remote),Shop Assistant,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 3,000 /month","['Internship', 'Internship with job offer']","['Digital Marketing', 'Facebook Ads', 'Google AdWords', 'Search Engine Optimization (SEO)', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since August 2023,7 opportunities posted,10,7 candidates hired,13 applicants,https://shopassistant.in/
2461529,Content Writing Internship (Remote),Webwizard IT Solutions,"('Work from home',)",5 Months,"₹ 1,000 /month",['Internship'],"['Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Social Media Marketing']","['Flexible work hours', '5 days a week']",Hiring since April 2024,15 opportunities posted,5,,127 applicants,https://webwizarditsolutions.com
2461471,CA Articleship Internship,WorkStrive Technologies Private Limited,"('Kolkata',)",3 Months,"₹ 6,000-8,000 /month",['Internship'],"['Accounting', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-Office', 'MS-Word', 'Time Management']","['Certificate', 'Letter of recommendation']",Hiring since November 2023,3 opportunities posted,4,1 candidate hired,5 applicants,https://www.linkedin.com/company/work-strive/mycompany/
2461470,Project Management Internship,Delhivery Limited,"('North Goa', 'Ahmedabad, Chandigarh, Chennai, Coimbatore, Pune, Surat, Ahmednagar, Bangalore, Vadodara, Mumbai, Kochi, Jaipur, Nagpur, Nashik, Goa Velha')",2 Months,"₹ 15,000 /month",['Internship'],"['Effective Communication', 'MS-Excel', 'Research and Analytics']",['Informal dress code'],Hiring since December 2023,2 opportunities posted,1,,15 applicants,http://www.delhivery.com
2460238,Digital Trainer Internship (Part time),Srujan Deegee Solution Private Limited,"('Kolkata', 'Ahmedabad, Indore, Jamshedpur, Kolkata, Pune, Ranchi, Shimla, Shillong, Udaipur, Hyderabad, Bhopal, Mumbai, Nagpur, Nashik, Gwalior West', 'Chennai, Delhi, Ghaziabad, Gurgaon, Kolkata, Patna, Pune, Ranchi, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Nagpur, Nashik', 'Kolkata')",2 Months,"₹ 3,000 /month +  Incentives",['Internship'],"['Android', 'Canva', 'MS-Excel', 'MS-PowerPoint']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', '5 days a week']",Hiring since April 2024,1 opportunity posted,5,,4 applicants,
2460484,HR Consultant Internship,Ambition Manpower Solution,"('Noida', 'Noida', 'Noida', 'Noida')",3 Months,"₹ 10,000 /month","['Internship', 'Internship with job offer', 'Internship with job offer', 'Internship with job offer']",['Recruitment'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code']",Hiring since April 2024,1 opportunity posted,5,,30 applicants,
2460490,Retail Sourcing Internship,MULTICITY CONSULTANTS,"('Bangalore', 'Bangalore', 'Delhi, Pune, Bangalore, Mumbai, Nagpur', 'Bangalore')",3 Months,"₹ 10,000 /month +  Incentives","['Internship', 'Internship with job offer', 'Internship with job offer']","['Certificate', 'Letter of recommendation', 'Free snacks & beverages']","['Certificate', 'Letter of recommendation', 'Free snacks & beverages']",Hiring since April 2024,1 opportunity posted,8,,6 applicants,http://multicityconsultants.com
2461452,Social Media Marketing Internship,TIS India Business Consultants Private Limited,"('Delhi, Ghaziabad, Noida', 'Delhi, Gurgaon, Noida', 'Delhi', 'Delhi')",3 Months,"₹ 8,000-10,000 /month","['Internship', 'Internship with job offer', 'Internship with job offer']","['Email Marketing', 'LinkedIn Marketing', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', '5 days a week']",Hiring since March 2024,2 opportunities posted,1,,8 applicants,http://tisdigital.com
2461516,Full Stack Data Engineering Internship (Remote),Blackcoffer,"('Work from home',)",6 Months,"₹ 10,000-12,000 /month",['Internship with job offer'],"['Data Science', 'Django', 'Elasticsearch', 'FastAPI', 'Flask', 'Machine Learning', 'MongoDB', 'Power BI', 'Python', 'REST API', 'SQL']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Job offer']",Hiring since October 2016,2901 opportunities posted,10,1334 candidates hired,265 applicants,https://www.blackcoffer.com/
2461443,Business Development (Sales) Internship (Part time/Remote),Cricket Bleeds,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 3,000 /month +  Incentives","['Internship', 'Internship with job offer']","['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'MS-Excel', 'Product Management', 'Project Management', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since February 2021,129 opportunities posted,20,13 candidates hired,8 applicants,
2460542,Industrial Automation Engineer Internship,Subtle Controls I Pvt Ltd,"('Faridabad', 'Ambala, Faridabad, Gurgaon, Karnal, Rohtak, Sonipat, Sirsa, Hisar, Panchkula, Palwal, Nuh', 'Faridabad, Delhi, Ghaziabad, Noida, Palwal')",6 Months,"₹ 12,000 /month","['Internship with job offer', 'Internship with job offer']",['Sales'],['Job offer'],Hiring since April 2024,1 opportunity posted,1,,4 applicants,http://subtlecontrols.com
2460347,Human Resources (HR) Internship,Rajesh Shetye,"('Vashi', 'Thane, Navi Mumbai, Mumbai, Vashi, Panvel', 'Thane, Navi Mumbai, Mumbai, Vashi, Panvel', 'Thane, Navi Mumbai, Mumbai, Vashi, Panvel')",6 Months,"₹ 10,000 /month",['Internship'],"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Office']",,Hiring since April 2024,1 opportunity posted,1,,3 applicants,http://transganization.com
2460425,Marketing Internship,PotteryDen,"('Pune', 'Chennai, Delhi, Kolkata, Pune, Bangalore, Hyderabad, Mumbai', 'Chennai, Delhi, Ghaziabad, Gurgaon, Indore, Lucknow, Patna, Pune, Udaipur, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Gwalior West', 'Pune')",3 Months,"₹ 10,000 /month",['Internship'],"['Business Analysis', 'Business Research', 'Content Marketing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'LinkedIn Marketing', 'Market Analysis', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Informal dress code']",Hiring since April 2024,1 opportunity posted,1,,7 applicants,https://potteryden.com
2460409,E-Commerce Internship,UNIVERSALE RETAIL,"('Delhi', 'Delhi, Pune, Bangalore, Mumbai, Nagpur', 'Delhi, Gurgaon', 'Delhi, Ghaziabad')",6 Months,"₹ 5,000 /month","['Internship with job offer', 'Internship with job offer', 'Internship with job offer', 'Internship with job offer']","['Facebook Ads', 'Instagram Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', 'Free snacks & beverages', 'Job offer']",Hiring since April 2024,1 opportunity posted,2,,2 applicants,
2461433,Business Development (Sales) Internship (Part time/Remote),Junior Robo,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",4 Months,"₹ 5,000 /month +  Incentives","['Internship', 'Internship with job offer']","['Effective Communication', 'Sales pitch']",['Certificate'],Hiring since April 2023,11 opportunities posted,8,8 candidates hired,5 applicants,http://jrrobo.com
2461431,Interior Design Internship (Part time),Filmy Curry Private Limited,"('Indore',)",2 Months,"₹ 5,000-10,000 /month",['Internship'],"['AutoCAD', 'Interpersonal Skills']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code']",Hiring since August 2017,62 opportunities posted,1,30 candidates hired,2 applicants,https://instagram.com/filmycurrycentral
